Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Yr
Dickey Simpkins,PF,25,CHI,13,0,5.7,0.5,1.2,.375,0.0,0.0,,0.5,1.2,.375,.375,0.3,0.7,.444,0.3,0.7,1.0,0.2,0.2,0.1,0.2,0.8,1.2,1998
Steve Smith,SG,28,ATL,4,4,40.0,9.8,17.0,.574,2.5,5.0,.500,7.3,12.0,.604,.647,2.8,4.0,.688,0.5,2.3,2.8,2.3,0.5,0.8,1.3,4.3,24.8,1998
Rik Smits,C,31,IND,16,16,29.8,6.6,13.1,.502,0.0,0.1,.000,6.6,13.0,.505,.502,3.4,4.0,.859,1.1,4.3,5.3,1.3,0.5,0.9,1.3,4.2,16.6,1998
John Starks,SG,32,NYK,10,2,31.4,5.9,12.5,.472,2.5,5.9,.424,3.4,6.6,.515,.572,2.1,2.4,.875,0.4,3.6,4.0,2.3,1.6,0.1,1.1,3.5,16.4,1998
John Stockton*,PG,35,UTA,20,20,29.8,4.1,8.2,.494,0.5,1.3,.346,3.6,6.9,.522,.521,2.6,3.6,.718,0.8,2.2,3.0,7.8,1.6,0.2,2.4,2.7,11.1,1998
Damon Stoudamire,PG,24,POR,4,4,41.5,6.3,15.8,.397,2.0,5.5,.364,4.3,10.3,.415,.460,3.3,3.3,1.000,1.5,2.8,4.3,9.5,1.3,0.3,4.0,3.3,17.8,1998
Mark Strickland,PF,27,MIA,3,0,9.3,1.3,1.7,.800,0.0,0.0,,1.3,1.7,.800,.800,0.3,0.7,.500,0.7,1.7,2.3,0.0,0.0,0.3,0.0,1.3,3.0,1998
Bob Sura,SG,24,CLE,3,0,10.3,0.3,1.7,.200,0.0,0.7,.000,0.3,1.0,.333,.200,0.7,1.0,.667,0.0,1.0,1.0,1.3,0.3,0.0,0.7,1.3,1.3,1998
Carl Thomas,SG,28,CLE,1,0,11.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,2.0,3.0,.667,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1998
Nick Van Exel,PG,26,LAL,13,0,28.2,3.8,11.6,.331,1.7,5.4,.314,2.2,6.2,.346,.404,2.2,3.1,.725,0.7,1.8,2.5,4.2,0.6,0.1,1.7,2.3,11.6,1998
Keith Van Horn,PF,22,NJN,3,3,25.7,4.3,9.7,.448,0.0,0.7,.000,4.3,9.0,.481,.448,4.0,5.0,.800,0.7,2.3,3.0,0.3,0.0,0.0,0.7,2.3,12.7,1998
David Vaughn,PF,24,NJN,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1998
Jacque Vaughn,PG,22,UTA,7,0,3.4,0.3,1.4,.200,0.1,0.3,.500,0.1,1.1,.125,.250,0.3,0.3,1.000,0.0,0.4,0.4,0.6,0.0,0.0,0.6,0.0,1.0,1998
Rasheed Wallace,PF,23,POR,4,4,39.3,5.8,11.8,.489,1.0,1.3,.800,4.8,10.5,.452,.532,2.0,4.0,.500,1.8,3.0,4.8,2.8,0.5,0.5,1.3,4.0,14.5,1998
Charlie Ward,PG,27,NYK,10,10,26.1,2.3,5.5,.418,0.9,2.1,.429,1.4,3.4,.412,.500,1.1,1.6,.688,0.3,2.5,2.8,6.0,2.0,0.2,1.7,2.4,6.6,1998
Bill Wennington,C,34,CHI,16,0,7.4,1.3,2.4,.526,0.0,0.0,,1.3,2.4,.526,.526,0.3,0.5,.500,0.2,0.7,0.9,0.2,0.4,0.1,0.5,1.4,2.8,1998
David Wesley,PG,27,CHH,9,9,31.7,3.7,9.2,.398,1.0,2.3,.429,2.7,6.9,.387,.452,1.7,2.3,.714,0.6,1.4,2.0,6.7,0.8,0.0,2.1,2.8,10.0,1998
Mark West,C,37,IND,4,0,2.8,0.3,0.5,.500,0.0,0.0,,0.3,0.5,.500,.500,0.3,0.8,.333,0.3,0.0,0.3,0.0,0.0,0.0,0.0,1.0,0.8,1998
DeJuan Wheat,PG,24,MIN,1,0,3.0,1.0,2.0,.500,0.0,0.0,,1.0,2.0,.500,.500,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1998
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998
Aaron Williams,PF,26,SEA,3,0,2.3,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.7,0.7,1.000,0.3,0.0,0.3,0.0,0.0,0.3,0.3,0.0,0.7,1998
Buck Williams,PF,37,NYK,3,0,15.0,1.3,3.0,.444,0.0,0.0,,1.3,3.0,.444,.444,2.0,2.7,.750,2.3,3.0,5.3,0.3,0.0,0.3,1.0,1.7,4.7,1998
Hot Rod Williams,C,35,PHO,3,0,11.0,0.7,2.3,.286,0.0,0.0,,0.7,2.3,.286,.286,0.7,1.0,.667,0.7,0.7,1.3,0.3,0.0,0.7,0.0,2.7,2.0,1998
Jayson Williams,C,29,NJN,3,2,38.7,3.0,7.0,.429,0.0,0.0,,3.0,7.0,.429,.429,1.0,2.0,.500,6.7,7.3,14.0,1.7,0.7,1.0,0.7,2.7,7.0,1998
Micheal Williams,PG,31,MIN,4,0,14.5,1.5,3.8,.400,0.3,0.5,.500,1.3,3.3,.385,.433,1.8,2.3,.778,0.5,1.8,2.3,2.8,0.8,0.3,0.8,3.5,5.0,1998
Monty Williams,SF,26,SAS,5,0,5.6,1.0,1.6,.625,0.0,0.0,,1.0,1.6,.625,.625,0.4,0.6,.667,0.4,0.8,1.2,0.2,0.0,0.0,0.8,0.4,2.4,1998
Travis Williams,SF,28,CHH,4,0,4.5,0.3,0.8,.333,0.0,0.0,,0.3,0.8,.333,.333,0.8,1.0,.750,0.3,1.0,1.3,0.0,0.3,0.3,0.0,0.8,1.3,1998
Walt Williams,SF,27,POR,4,0,25.5,4.3,7.8,.548,2.0,3.8,.533,2.3,4.0,.563,.677,2.8,3.5,.786,0.8,2.8,3.5,2.3,0.3,0.0,0.3,4.5,13.3,1998
Kevin Willis,PF,35,HOU,5,5,33.6,4.4,11.0,.400,0.0,0.2,.000,4.4,10.8,.407,.400,2.4,3.2,.750,3.6,7.0,10.6,1.0,1.6,0.6,2.4,4.2,11.2,1998
David Wingate,SG,34,SEA,3,0,4.3,0.7,1.7,.400,0.0,0.0,,0.7,1.7,.400,.400,1.3,2.0,.667,0.7,0.7,1.3,0.7,0.3,0.0,0.3,0.3,2.7,1998
Tariq Abdul-Wahad,SG,24,SAC,5,5,19.8,3.0,6.6,.455,0.0,0.2,.000,3.0,6.4,.469,.455,2.6,3.2,.813,1.2,2.6,3.8,0.8,0.8,0.8,0.6,1.6,8.6,1999
Ray Allen*,SG,23,MIL,3,3,40.0,8.3,15.7,.532,3.0,6.3,.474,5.3,9.3,.571,.628,2.7,4.3,.615,2.7,4.7,7.3,4.3,1.0,0.3,3.7,3.0,22.3,1999
Nick Anderson,SF,31,ORL,4,4,38.0,7.3,19.8,.367,2.8,10.5,.262,4.5,9.3,.486,.437,3.5,4.8,.737,1.8,5.0,6.8,2.3,2.3,0.0,2.5,3.0,20.8,1999
Shandon Anderson,SG,25,UTA,11,0,27.0,3.4,7.0,.481,0.5,1.3,.429,2.8,5.7,.492,.519,2.2,3.1,.706,0.7,3.0,3.7,1.2,0.5,0.3,1.3,3.1,9.5,1999
Greg Anthony,PG,31,POR,13,0,17.3,1.4,4.2,.327,0.6,2.4,.258,0.8,1.8,.417,.400,1.8,2.6,.676,0.3,0.8,1.1,2.5,1.0,0.1,0.7,1.9,5.2,1999
B.J. Armstrong,PG,31,ORL,2,0,1.5,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.0,1999
Darrell Armstrong,PG,30,ORL,4,4,40.8,4.3,11.5,.370,2.3,6.0,.375,2.0,5.5,.364,.467,4.0,4.0,1.000,1.5,3.5,5.0,6.3,2.3,0.0,6.3,4.0,14.8,1999
Keith Askins,SF,31,MIA,4,0,6.8,0.0,1.0,.000,0.0,0.8,.000,0.0,0.3,.000,.000,0.0,0.0,,0.5,0.5,1.0,0.0,0.5,0.3,0.0,1.3,0.0,1999
Stacey Augmon,SF,30,POR,13,0,13.5,0.8,2.2,.357,0.0,0.1,.000,0.8,2.1,.370,.357,1.2,1.4,.833,0.8,1.8,2.5,0.4,0.6,0.2,0.2,1.2,2.7,1999
Isaac Austin,C,29,ORL,4,4,28.0,2.3,5.8,.391,0.0,0.5,.000,2.3,5.3,.429,.391,2.0,3.0,.667,1.8,2.3,4.0,2.0,1.0,0.8,2.0,3.5,6.5,1999
Thurl Bailey,PF,37,UTA,11,0,10.5,1.5,3.0,.515,0.0,0.0,,1.5,3.0,.515,.515,0.3,0.4,.750,0.5,0.9,1.4,0.2,0.3,0.5,0.7,1.7,3.4,1999
Charles Barkley*,PF,35,HOU,4,4,39.3,9.0,17.0,.529,0.5,1.8,.286,8.5,15.3,.557,.544,5.0,7.5,.667,3.3,10.5,13.8,3.8,1.5,0.5,2.0,3.0,23.5,1999
Jon Barry,SG,29,SAC,5,0,22.4,2.4,6.8,.353,1.0,3.8,.263,1.4,3.0,.467,.426,2.2,2.4,.917,0.6,1.4,2.0,1.8,1.2,0.2,1.8,1.8,8.0,1999
Travis Best,PG,26,IND,11,0,13.6,1.5,4.2,.348,0.2,0.9,.200,1.3,3.3,.389,.370,1.1,1.2,.923,0.6,0.9,1.5,1.9,0.4,0.1,1.3,3.1,4.2,1999
Mookie Blaylock,PG,31,ATL,9,9,39.8,4.9,15.0,.326,2.0,5.7,.353,2.9,9.3,.310,.393,0.8,1.7,.467,0.7,3.3,4.0,4.0,2.0,0.2,3.3,1.2,12.6,1999
Terrell Brandon,PG,28,MIN,4,4,40.3,7.8,17.3,.449,0.8,1.3,.600,7.0,16.0,.438,.471,3.0,3.3,.923,0.5,7.0,7.5,7.0,2.3,0.5,3.5,2.8,19.3,1999
Gerald Brown,SG,23,PHO,1,0,1.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1999
P.J. Brown,PF,29,MIA,5,5,28.8,4.2,9.0,.467,0.0,0.2,.000,4.2,8.8,.477,.467,1.8,2.0,.900,2.8,3.4,6.2,1.0,0.4,0.4,0.6,3.4,10.2,1999
Rick Brunson,PG,26,NYK,9,0,2.0,0.2,0.6,.400,0.0,0.0,,0.2,0.6,.400,.400,0.2,0.2,1.000,0.1,0.0,0.1,0.2,0.0,0.0,0.4,0.3,0.7,1999
Kobe Bryant*,SG,20,LAL,8,8,39.4,7.6,17.8,.430,1.0,2.9,.348,6.6,14.9,.445,.458,3.5,4.4,.800,1.6,5.3,6.9,4.6,1.9,1.3,3.9,3.0,19.8,1999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999
Jud Buechler,SF,30,DET,5,0,16.8,0.6,3.0,.200,0.4,1.6,.250,0.2,1.4,.143,.267,0.0,0.0,,0.8,1.8,2.6,0.6,0.6,0.2,0.6,1.2,1.6,1999
Matt Bullard,PF,31,HOU,2,0,4.0,1.0,1.0,1.000,0.5,0.5,1.000,0.5,0.5,1.000,1.250,1.0,1.0,1.000,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,3.5,1999
Marcus Camby,C,24,NYK,20,3,25.5,4.1,7.2,.566,0.0,0.1,.000,4.1,7.1,.570,.566,2.3,3.7,.616,2.6,5.1,7.7,0.3,1.2,1.9,0.8,3.8,10.4,1999
Antoine Carr,PF,37,HOU,4,0,9.3,1.0,2.8,.364,0.0,0.0,,1.0,2.8,.364,.364,0.0,0.0,,0.8,1.0,1.8,1.0,0.0,0.3,1.0,4.8,2.0,1999
Sam Cassell,PG,29,MIL,3,3,34.0,5.3,10.7,.500,0.0,0.3,.000,5.3,10.3,.516,.500,4.7,5.3,.875,0.0,2.0,2.0,8.7,1.0,0.0,2.3,4.7,15.3,1999
Kelvin Cato,C,24,POR,8,0,5.4,0.1,1.1,.111,0.0,0.0,,0.1,1.1,.111,.111,0.5,1.3,.400,0.8,0.1,0.9,0.3,0.1,0.1,0.3,1.6,0.8,1999
Duane Causwell,C,30,MIA,4,0,5.0,0.3,0.5,.500,0.0,0.0,,0.3,0.5,.500,.500,1.0,1.5,.667,0.0,0.5,0.5,0.3,0.3,0.0,0.0,0.5,1.5,1999
Rex Chapman,SG,31,PHO,3,3,19.0,2.0,7.0,.286,0.7,2.0,.333,1.3,5.0,.267,.333,1.0,1.3,.750,0.7,1.3,2.0,2.0,0.3,0.0,1.3,3.0,5.7,1999
Chris Childs,PG,31,NYK,20,0,24.7,1.7,4.7,.355,0.5,1.4,.321,1.2,3.3,.369,.403,1.0,1.3,.731,0.4,2.0,2.4,3.7,0.7,0.1,1.5,3.2,4.7,1999
Tyrone Corbin,SF,36,ATL,9,4,29.8,3.3,8.0,.417,0.7,2.6,.261,2.7,5.4,.490,.458,0.3,0.4,.750,0.8,2.9,3.7,1.8,0.7,0.0,0.9,2.2,7.7,1999
Chris Crawford,PF,23,ATL,6,5,20.8,2.7,8.0,.333,0.7,2.3,.286,2.0,5.7,.353,.375,3.8,4.3,.885,1.0,2.2,3.2,0.8,0.2,0.2,1.0,3.2,9.8,1999
Austin Croshere,PF,23,IND,1,0,1.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,2.0,2.0,1.000,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1999
Dell Curry,SG,34,MIL,3,0,16.3,0.7,5.0,.133,0.3,2.7,.125,0.3,2.3,.143,.167,1.3,1.3,1.000,0.0,1.3,1.3,0.3,1.0,0.0,0.0,1.7,3.0,1999
Michael Curry,SF,30,MIL,3,0,19.7,2.3,4.0,.583,0.0,0.3,.000,2.3,3.7,.636,.583,2.0,2.0,1.000,0.3,1.0,1.3,1.0,0.7,0.3,0.7,2.7,6.7,1999
Antonio Daniels,PG,23,SAS,15,0,7.1,0.6,1.4,.429,0.3,0.4,.667,0.3,1.0,.333,.524,0.3,0.4,.833,0.1,0.6,0.7,1.1,0.3,0.0,0.7,0.5,1.8,1999
Antonio Davis,PF,30,IND,13,0,25.1,2.4,5.8,.413,0.0,0.0,,2.4,5.8,.413,.413,3.2,4.8,.661,1.8,5.3,7.1,0.6,0.4,1.1,1.5,3.0,7.9,1999
Dale Davis,PF,29,IND,13,13,30.3,3.5,5.9,.584,0.0,0.0,,3.5,5.9,.584,.584,2.2,3.8,.560,3.5,6.7,10.2,0.8,0.8,1.4,1.6,3.2,9.1,1999
Bison Dele,C,29,DET,5,5,24.4,4.8,8.0,.600,0.0,0.0,,4.8,8.0,.600,.600,1.0,1.8,.556,2.4,4.0,6.4,0.2,0.6,0.4,1.4,5.0,10.6,1999
Michael Dickerson,SG,23,HOU,4,4,20.5,1.5,5.5,.273,0.8,2.0,.375,0.8,3.5,.214,.341,0.5,1.0,.500,0.5,0.5,1.0,0.8,0.5,0.8,0.5,2.0,4.3,1999
Vlade Divac*,C,30,SAC,5,5,39.6,5.0,11.2,.446,0.2,1.0,.200,4.8,10.2,.471,.455,6.0,7.2,.833,1.8,8.2,10.0,4.6,1.6,0.8,3.8,3.4,16.2,1999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999
Michael Doleac,C,21,ORL,4,0,10.8,1.3,4.5,.278,0.0,0.3,.000,1.3,4.3,.294,.278,1.8,2.3,.778,1.3,1.8,3.0,0.0,0.0,0.3,0.8,1.5,4.3,1999
Bryce Drew,PG,24,HOU,1,0,4.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,2.0,.000,1.0,2.0,3.0,2.0,0.0,0.0,0.0,1.0,2.0,1999
Chris Dudley,C,33,NYK,18,6,16.3,0.9,2.1,.421,0.0,0.0,,0.9,2.1,.421,.421,0.6,1.6,.393,1.5,3.1,4.6,0.3,0.5,0.4,0.5,3.5,2.4,1999
Joe Dumars*,SG,35,DET,5,5,30.6,3.8,7.8,.487,2.0,3.8,.526,1.8,4.0,.450,.615,0.6,0.6,1.000,0.2,1.2,1.4,2.6,0.4,0.0,1.8,1.8,10.2,1999
Tim Duncan*,PF,22,SAS,17,17,43.1,8.5,16.6,.511,0.0,0.2,.000,8.5,16.4,.516,.511,6.3,8.4,.748,3.2,8.2,11.5,2.8,0.8,2.6,3.1,2.9,23.2,1999
Howard Eisley,PG,26,UTA,11,0,21.9,2.4,6.5,.366,0.5,2.2,.208,1.9,4.3,.447,.401,2.2,2.6,.828,0.3,1.5,1.8,2.9,0.6,0.3,1.8,2.5,7.4,1999
Mario Elie,SG,35,SAS,17,17,30.9,2.5,6.6,.384,0.5,1.8,.267,2.1,4.8,.427,.420,2.4,2.9,.837,0.5,2.9,3.5,2.9,1.3,0.1,1.5,2.5,7.9,1999
Sean Elliott,SF,30,SAS,17,17,33.8,4.0,9.0,.444,1.3,3.2,.400,2.7,5.8,.469,.516,2.6,3.5,.763,0.6,2.8,3.4,2.6,0.5,0.2,1.2,2.9,11.9,1999
Patrick Ewing*,C,36,NYK,11,11,31.5,5.3,12.3,.430,0.0,0.0,,5.3,12.3,.430,.430,2.5,3.3,.778,1.3,7.5,8.7,0.5,0.6,0.7,0.9,3.2,13.1,1999
Derek Fisher,PG,24,LAL,8,8,29.8,3.5,8.4,.418,1.3,3.6,.345,2.3,4.8,.474,.493,1.5,1.9,.800,0.8,2.9,3.6,4.9,1.0,0.0,1.4,2.5,9.8,1999
Greg Foster,PF,30,UTA,8,0,8.8,1.0,2.4,.421,0.0,0.0,,1.0,2.4,.421,.421,0.0,0.0,,0.1,0.9,1.0,0.1,0.1,0.0,0.4,1.4,2.0,1999
Rick Fox,SF,29,LAL,8,1,22.6,3.0,7.5,.400,0.5,2.6,.190,2.5,4.9,.513,.433,0.1,0.1,1.000,1.1,1.6,2.8,1.5,0.5,0.6,1.8,3.3,6.6,1999
Todd Fuller,C,24,UTA,10,0,10.5,1.0,2.6,.385,0.0,0.0,,1.0,2.6,.385,.385,0.6,1.0,.600,0.8,2.0,2.8,0.0,0.0,0.2,0.5,2.1,2.6,1999
Lawrence Funderburke,PF,28,SAC,3,0,10.3,1.7,4.0,.417,0.0,0.0,,1.7,4.0,.417,.417,0.0,0.0,,0.7,0.7,1.3,0.3,1.0,0.0,1.0,1.0,3.3,1999
Kevin Garnett*,PF,22,MIN,4,4,42.5,8.8,19.8,.443,0.0,0.5,.000,8.8,19.3,.455,.443,4.3,5.8,.739,4.0,8.0,12.0,3.8,1.8,2.0,3.3,2.5,21.8,1999
Dean Garrett,C,32,MIN,4,3,23.0,2.5,4.5,.556,0.0,0.0,,2.5,4.5,.556,.556,0.5,1.3,.400,2.3,1.8,4.0,1.3,0.5,0.8,0.5,4.0,5.5,1999
Pat Garrity,PF,22,PHO,3,0,17.3,3.0,5.7,.529,1.0,1.0,1.000,2.0,4.7,.429,.618,2.0,2.0,1.000,2.0,1.0,3.0,0.3,0.3,0.3,1.0,3.0,9.0,1999
Chris Gatling,C,31,MIL,2,0,6.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,1.0,.000,0.5,1.0,1.5,0.0,0.5,0.0,1.0,1.5,0.0,1999
Matt Geiger,C,29,PHI,8,8,29.9,5.3,12.0,.438,0.0,0.1,.000,5.3,11.9,.442,.438,3.0,3.6,.828,2.9,4.8,7.6,0.8,1.1,0.8,1.6,3.6,13.5,1999
Armen Gilliam,PF,34,MIL,3,0,11.7,2.0,5.0,.400,0.0,0.0,,2.0,5.0,.400,.400,1.7,1.7,1.000,0.0,1.7,1.7,0.3,0.7,0.3,0.3,1.3,5.7,1999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999
Brian Grant,PF,26,POR,13,13,37.1,4.8,9.2,.529,0.0,0.0,,4.8,9.2,.529,.529,3.5,5.5,.625,2.6,6.5,9.2,1.1,0.8,1.2,1.6,3.7,13.2,1999
Harvey Grant,PF,33,PHI,4,0,7.3,0.3,0.3,1.000,0.0,0.0,,0.3,0.3,1.000,1.000,0.0,0.0,,0.3,0.8,1.0,0.0,0.0,0.3,0.0,0.3,0.5,1999
Horace Grant,PF,33,ORL,4,4,32.0,2.8,7.5,.367,0.0,0.0,,2.8,7.5,.367,.367,1.3,2.0,.625,3.5,3.5,7.0,1.3,0.5,0.5,0.5,3.0,6.8,1999
Ed Gray,SG,23,ATL,8,0,8.9,1.9,5.1,.366,0.5,1.4,.364,1.4,3.8,.367,.415,1.3,1.4,.909,0.3,0.9,1.1,0.5,0.8,0.1,0.3,1.4,5.5,1999
Tom Gugliotta,PF,29,PHO,3,3,39.3,4.3,11.7,.371,0.0,0.0,,4.3,11.7,.371,.371,2.0,2.7,.750,2.0,6.3,8.3,3.3,1.3,1.0,2.7,3.3,10.7,1999
Tom Hammonds,PF,31,MIN,4,0,4.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,1.0,1.0,1.000,0.0,0.5,0.5,0.0,0.0,0.0,0.3,1.0,1.0,1999
Anfernee Hardaway,SG,27,ORL,4,4,41.8,5.0,14.3,.351,1.5,3.3,.462,3.5,11.0,.318,.404,7.5,9.8,.769,2.3,2.8,5.0,5.5,2.3,0.3,3.0,3.3,19.0,1999
Tim Hardaway,PG,32,MIA,5,5,36.4,3.0,11.2,.268,1.0,5.0,.200,2.0,6.2,.323,.313,2.0,3.2,.625,0.6,2.2,2.8,6.4,1.0,0.2,3.6,2.8,9.0,1999
Derek Harper,PG,37,LAL,7,0,16.1,1.9,4.4,.419,0.1,1.4,.100,1.7,3.0,.571,.435,0.4,0.9,.500,0.1,1.3,1.4,2.1,0.3,0.0,0.6,0.3,4.3,1999
Matt Harpring,SF,22,ORL,4,0,20.5,3.0,6.5,.462,0.3,1.3,.200,2.8,5.3,.524,.481,2.0,2.8,.727,1.8,3.3,5.0,1.8,0.3,0.0,1.3,2.3,8.3,1999
Othella Harrington,PF,25,HOU,4,0,10.5,2.3,3.5,.643,0.0,0.0,,2.3,3.5,.643,.643,1.0,1.5,.667,1.3,2.3,3.5,0.3,0.0,0.3,0.8,0.5,5.5,1999
Michael Hawkins,PG,26,SAC,2,0,5.0,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,1.0,1.0,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1999
Alan Henderson,SF,26,ATL,1,0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1999
Grant Hill*,SF,26,DET,5,5,35.2,8.4,18.4,.457,0.0,0.2,.000,8.4,18.2,.462,.457,2.6,3.2,.813,1.4,5.8,7.2,7.4,2.0,0.4,2.4,2.4,19.4,1999
Tyrone Hill,PF,30,PHI,8,1,24.5,2.4,4.9,.487,0.0,0.0,,2.4,4.9,.487,.487,0.9,2.4,.368,2.4,5.0,7.4,0.0,0.4,0.3,0.8,4.1,5.6,1999
Fred Hoiberg,SG,26,IND,4,0,5.0,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,0.0,0.0,,0.0,0.8,0.8,0.5,0.8,0.0,0.0,0.3,1.0,1999
Jerald Honeycutt,PF,24,PHI,6,0,2.0,0.2,0.8,.200,0.0,0.5,.000,0.2,0.3,.500,.200,0.0,0.0,,0.2,0.0,0.2,0.0,0.0,0.0,0.2,0.5,0.3,1999
Jeff Hornacek,SG,35,UTA,11,11,27.6,4.5,9.6,.462,0.6,1.6,.389,3.8,8.0,.477,.495,2.6,3.0,.879,0.8,2.9,3.7,2.4,1.0,0.0,1.1,3.1,12.2,1999
Robert Horry,PF,28,LAL,8,0,22.1,1.5,3.3,.462,0.6,1.5,.417,0.9,1.8,.500,.558,1.4,1.8,.786,1.3,3.3,4.5,1.4,0.8,0.8,0.9,3.6,5.0,1999
Allan Houston,SG,27,NYK,20,20,39.2,6.8,15.3,.443,0.5,1.8,.250,6.3,13.5,.468,.457,4.6,5.2,.883,0.3,2.4,2.7,2.6,0.4,0.1,2.5,2.0,18.5,1999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999
Larry Hughes,PG,20,PHI,8,2,24.8,3.9,9.6,.403,0.0,0.9,.000,3.9,8.8,.443,.403,2.5,3.0,.833,2.1,2.5,4.6,2.0,1.9,1.1,1.5,2.6,10.3,1999
Lindsey Hunter,PG,28,DET,5,5,36.0,2.8,10.6,.264,0.6,2.2,.273,2.2,8.4,.262,.292,1.0,1.0,1.000,1.0,2.0,3.0,2.4,1.4,0.0,1.4,2.2,7.2,1999
Allen Iverson*,SG,23,PHI,8,8,44.8,11.0,26.8,.411,1.9,6.6,.283,9.1,20.1,.453,.446,4.6,6.5,.712,1.8,2.4,4.1,4.9,2.5,0.3,3.0,2.4,28.5,1999
Bobby Jackson,PG,25,MIN,4,0,6.8,0.5,2.5,.200,0.0,0.8,.000,0.5,1.8,.286,.200,0.0,0.0,,0.3,0.8,1.0,0.5,0.0,0.0,0.3,0.8,1.0,1999
Jaren Jackson,SG,31,SAS,17,0,20.3,2.9,7.7,.382,1.8,5.1,.360,1.1,2.6,.422,.500,0.5,0.8,.692,0.4,2.1,2.4,1.1,0.8,0.0,1.2,1.9,8.2,1999
Jim Jackson,SG,28,POR,13,0,20.4,2.0,5.5,.361,0.4,1.4,.278,1.6,4.2,.389,.396,2.9,3.2,.905,0.6,1.7,2.3,1.5,0.5,0.1,1.4,2.0,7.3,1999
Mark Jackson,PG,33,IND,13,13,34.7,3.9,7.9,.495,1.1,2.6,.412,2.8,5.3,.536,.563,2.3,3.2,.714,1.1,3.5,4.5,8.6,1.1,0.1,2.7,2.5,11.2,1999
Jerome James,C,23,SAC,1,0,4.0,1.0,2.0,.500,0.0,0.0,,1.0,2.0,.500,.500,3.0,4.0,.750,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,5.0,1999
Anthony Johnson,PG,24,ATL,9,0,12.3,0.9,3.2,.276,0.1,0.2,.500,0.8,3.0,.259,.293,0.8,1.1,.700,0.3,0.7,1.0,1.1,0.1,0.1,0.6,1.0,2.7,1999
Avery Johnson,PG,33,SAS,17,17,38.4,5.4,11.0,.487,0.1,0.2,.333,5.3,10.8,.489,.489,1.9,2.8,.681,0.5,1.9,2.5,7.4,1.2,0.1,2.9,1.8,12.6,1999
Ervin Johnson,C,31,MIL,3,2,30.7,2.0,4.3,.462,0.0,0.0,,2.0,4.3,.462,.462,0.3,0.7,.500,2.7,3.3,6.0,0.3,0.7,1.7,0.0,3.0,4.3,1999
Larry Johnson,PF,29,NYK,20,20,34.2,4.4,10.2,.426,1.2,4.1,.293,3.2,6.1,.516,.485,1.6,2.3,.674,1.1,3.8,4.9,1.6,1.1,0.1,1.7,3.2,11.5,1999
Adam Keefe,PF,28,UTA,10,0,10.1,1.8,3.0,.600,0.0,0.0,,1.8,3.0,.600,.600,0.5,0.5,1.000,0.7,1.7,2.4,0.3,0.4,0.3,0.8,1.7,4.1,1999
Steve Kerr,PG,33,SAS,11,0,8.8,0.7,2.7,.267,0.3,1.2,.231,0.5,1.5,.294,.317,0.5,0.5,.833,0.3,0.5,0.8,0.7,0.2,0.0,0.4,0.5,2.2,1999
Jerome Kersey,SF,36,SAS,14,0,10.9,1.1,3.1,.349,0.1,0.3,.250,1.0,2.8,.359,.360,0.4,0.5,.714,0.7,1.4,2.1,0.3,0.4,0.1,0.4,1.4,2.6,1999
